player_link,player_name,regular_fgp,hot_fgp,num_hot_shots
/players/e/evansty01.html,Tyreke Evans,0.447,0.45153061224489793,392
/players/r/robinth01.html,Thomas Robinson,0.485,0.5138888888888888,72
/players/s/stoudam01.html,Amar'e Stoudemire,0.557,0.5753424657534246,146
/players/p/poweldw01.html,Dwight Powell,0.463,0.4,15
/players/i/irvinky01.html,Kyrie Irving,0.468,0.43817787418655096,461
/players/m/mahinia01.html,Ian Mahinmi,0.552,0.4146341463414634,41
/players/d/dragizo01.html,Zoran Dragic,0.367,0.8333333333333334,6
/players/g/grantje01.html,Jerami Grant,0.352,0.3888888888888889,54
/players/s/sandela01.html,Larry Sanders,0.5,0.5384615384615384,39
/players/s/smithjo03.html,Josh Smith,0.419,0.4028268551236749,283
/players/w/willide02.html,Derrick Williams,0.447,0.4117647058823529,136
/players/p/paulch01.html,Chris Paul,0.485,0.47380410022779046,439
/players/n/novakst01.html,Steve Novak,0.393,0.4,10
/players/b/butlera01.html,Rasual Butler,0.422,0.3611111111111111,144
/players/m/mooreet01.html,E'Twaun Moore,0.446,0.3939393939393939,33
/players/y/youngth01.html,Thaddeus Young,0.466,0.4481707317073171,328
/players/d/duranke01.html,Kevin Durant,0.51,0.5652173913043478,184
/players/b/babbilu01.html,Luke Babbitt,0.479,0.4782608695652174,46
/players/s/serapke01.html,Kevin Seraphin,0.513,0.524822695035461,141
/players/a/aldrico01.html,Cole Aldrich,0.478,0.5063291139240507,79
/players/w/williel01.html,Elliot Williams,0.378,0.5,4
/players/h/hibbero01.html,Roy Hibbert,0.446,0.4055299539170507,217
/players/c/copelch01.html,Chris Copeland,0.361,0.2875,80
/players/g/greenge01.html,Gerald Green,0.416,0.38735177865612647,253
/players/h/howardw01.html,Dwight Howard,0.593,0.5523255813953488,172
/players/l/lawsoty01.html,Ty Lawson,0.436,0.40716612377850164,307
/players/j/jamesle01.html,LeBron James,0.488,0.46558704453441296,494
/players/b/brownma02.html,Markel Brown,0.362,0.30952380952380953,42
/players/e/ellinwa01.html,Wayne Ellington,0.412,0.43636363636363634,165
/players/s/schrode01.html,Dennis Schroder,0.427,0.3626373626373626,182
/players/t/turkohe01.html,Hedo Turkoglu,0.441,0.47368421052631576,38
/players/s/sampsja02.html,JaKarr Sampson,0.422,0.410958904109589,73
/players/g/ginobma01.html,Manu Ginobili,0.426,0.4013605442176871,147
/players/b/budinch01.html,Chase Budinger,0.433,0.45161290322580644,93
/players/j/jonesda02.html,Dahntay Jones,0.286,0.5,2
/players/h/holliry01.html,Ryan Hollins,0.646,0.75,24
/players/v/valanjo01.html,Jonas Valanciunas,0.572,0.5579399141630901,233
/players/d/danietr01.html,Troy Daniels,0.37,0.39473684210526316,38
/players/r/ricegl02.html,Glen Rice,0.2,0.0,2
/players/c/couside01.html,DeMarcus Cousins,0.467,0.48138297872340424,376
/players/b/buyckdw01.html,Dwight Buycks,0.45,0.46153846153846156,13
/players/t/thomais02.html,Isaiah Thomas,0.42,0.4525862068965517,232
/players/t/thornma01.html,Marcus Thornton,0.406,0.28846153846153844,104
/players/b/bonnema01.html,Matt Bonner,0.409,0.4523809523809524,42
/players/p/pekovni01.html,Nikola Pekovic,0.424,0.3804347826086957,92
/players/s/shvedal01.html,Alexey Shved,0.397,0.39285714285714285,84
/players/s/stuckro01.html,Rodney Stuckey,0.44,0.4309623430962343,239
/players/h/hamilju01.html,Justin Hamilton,0.478,0.4878048780487805,41
/players/m/middlkh01.html,Khris Middleton,0.467,0.46619217081850534,281
/players/b/bogutan01.html,Andrew Bogut,0.563,0.6105263157894737,95
/players/e/ennisty01.html,Tyler Ennis,0.361,0.21621621621621623,37
/players/a/anderry01.html,Ryan Anderson,0.399,0.4046511627906977,215
/players/m/marblde01.html,Devyn Marble,0.318,0.6,5
/players/v/vasqugr01.html,Greivis Vasquez,0.408,0.3465346534653465,202
/players/m/mozgoti01.html,Timofey Mozgov,0.555,0.5666666666666667,180
/players/a/arthuda01.html,Darrell Arthur,0.404,0.36363636363636365,88
/players/h/hansbty01.html,Tyler Hansbrough,0.521,0.6666666666666666,24
/players/p/pachuza01.html,Zaza Pachulia,0.454,0.43410852713178294,129
/players/m/motiedo01.html,Donatas Motiejunas,0.504,0.5116279069767442,215
/players/h/hoodro01.html,Rodney Hood,0.414,0.4421052631578947,95
/players/j/jenkijo01.html,John Jenkins,0.495,0.4827586206896552,29
/players/s/stephla01.html,Lance Stephenson,0.376,0.3829787234042553,141
/players/m/muscami01.html,Mike Muscala,0.55,0.574468085106383,47
/players/w/waitedi01.html,Dion Waiters,0.396,0.39015151515151514,264
/players/m/maxieja01.html,Jason Maxiell,0.422,0.5142857142857142,35
/players/g/gallola01.html,Langston Galloway,0.399,0.39285714285714285,140
/players/f/farmajo01.html,Jordan Farmar,0.386,0.43333333333333335,30
/players/c/crawfja01.html,Jamal Crawford,0.396,0.3684210526315789,266
/players/w/warretj01.html,T.J. Warren,0.528,0.4931506849315068,73
/players/s/smithgr02.html,Greg Smith,0.612,0.5714285714285714,7
/players/w/wilcocj01.html,C.J. Wilcox,0.421,0.4,10
/players/g/gordoer01.html,Eric Gordon,0.411,0.4228855721393035,201
/players/s/sessira01.html,Ramon Sessions,0.374,0.38571428571428573,70
/players/s/stockda01.html,David Stockton,0.333,0.0,1
/players/a/anticpe01.html,Pero Antic,0.365,0.34782608695652173,46
/players/w/westbru01.html,Russell Westbrook,0.426,0.4280373831775701,535
/players/m/mcdankj01.html,K.J. McDaniels,0.396,0.3176470588235294,85
/players/r/robinna01.html,Nate Robinson,0.345,0.39655172413793105,58
/players/b/barneha02.html,Harrison Barnes,0.482,0.45977011494252873,174
/players/c/clavevi01.html,Victor Claver,0.45,0.3333333333333333,3
/players/w/whiteha01.html,Hassan Whiteside,0.628,0.6266666666666667,150
/players/n/noahjo01.html,Joakim Noah,0.445,0.36363636363636365,88
/players/c/cunnida01.html,Dante Cunningham,0.457,0.4935064935064935,77
/players/l/loveke01.html,Kevin Love,0.434,0.4,295
/players/l/leeda02.html,David Lee,0.511,0.48863636363636365,88
/players/d/dudleja01.html,Jared Dudley,0.468,0.4485981308411215,107
/players/k/korveky01.html,Kyle Korver,0.487,0.4430379746835443,158
/players/v/villach01.html,Charlie Villanueva,0.414,0.44554455445544555,101
/players/d/douglto01.html,Toney Douglas,0.373,0.45454545454545453,11
/players/r/randosh01.html,Shavlik Randolph,0.257,0.0,3
/players/m/morrima02.html,Markieff Morris,0.465,0.48010610079575594,377
/players/l/leonaka01.html,Kawhi Leonard,0.479,0.4767025089605735,279
/players/t/teaguje01.html,Jeff Teague,0.46,0.47157190635451507,299
/players/s/stokeja01.html,Jarnell Stokes,0.568,0.7272727272727273,11
/players/t/turneev01.html,Evan Turner,0.429,0.441747572815534,206
/players/c/carrode01.html,DeMarre Carroll,0.487,0.5124378109452736,201
/players/p/porteot01.html,Otto Porter,0.45,0.47368421052631576,95
/players/a/acyqu01.html,Quincy Acy,0.459,0.47560975609756095,82
/players/f/fieldla01.html,Landry Fields,0.488,0.6363636363636364,11
/players/m/millequ01.html,Quincy Miller,0.237,0.4,5
/players/a/augusdj01.html,D.J. Augustin,0.399,0.3967391304347826,184
/players/t/templga01.html,Garrett Temple,0.4,0.37142857142857144,35
/players/b/bynumwi01.html,Will Bynum,0.323,0.42857142857142855,7
/players/d/datomlu01.html,Luigi Datome,0.483,0.5,30
/players/g/greener01.html,Erick Green,0.377,0.3055555555555556,36
/players/p/plumlmi01.html,Miles Plumlee,0.535,0.4098360655737705,61
/players/g/gordobe01.html,Ben Gordon,0.437,0.43243243243243246,74
/players/g/greenwi01.html,Willie Green,0.386,0.48,75
/players/a/amundlo01.html,Lou Amundson,0.427,0.5102040816326531,49
/players/n/nowitdi01.html,Dirk Nowitzki,0.459,0.43521594684385384,301
/players/a/allento01.html,Tony Allen,0.495,0.5,114
/players/l/lopezbr01.html,Brook Lopez,0.513,0.48677248677248675,378
/players/w/watsocj01.html,C.J. Watson,0.434,0.44144144144144143,111
/players/p/pondequ01.html,Quincy Pondexter,0.421,0.39814814814814814,108
/players/l/lucasjo02.html,John Lucas III,0.404,0.375,24
/players/m/mcgarmi01.html,Mitch McGary,0.533,0.5882352941176471,51
/players/b/boozeca01.html,Carlos Boozer,0.499,0.49606299212598426,254
/players/s/sefolth01.html,Thabo Sefolosha,0.418,0.5581395348837209,43
/players/b/burksal01.html,Alec Burks,0.403,0.43478260869565216,69
/players/t/thomama01.html,Malcolm Thomas,0.45,0.42857142857142855,7
/players/c/chalmma01.html,Mario Chalmers,0.403,0.3870967741935484,155
/players/m/mariosh01.html,Shawn Marion,0.446,0.5,52
/players/h/hamiljo02.html,Jordan Hamilton,0.4,0.36363636363636365,11
/players/r/redicjj01.html,J.J. Redick,0.477,0.4695121951219512,328
/players/w/wallage01.html,Gerald Wallace,0.412,0.5,6
/players/s/splitti01.html,Tiago Splitter,0.558,0.5131578947368421,76
/players/g/gordodr01.html,Drew Gordon,0.421,0.5,2
/players/j/jordade01.html,DeAndre Jordan,0.71,0.7458563535911602,181
/players/h/hudsole01.html,Lester Hudson,0.429,0.5,4
/players/m/mirotni01.html,Nikola Mirotic,0.405,0.42134831460674155,178
/players/g/garneke01.html,Kevin Garnett,0.467,0.36486486486486486,74
/players/a/allenla01.html,Lavoy Allen,0.472,0.5569620253164557,79
/players/j/jackja01.html,Jarrett Jack,0.439,0.4322033898305085,236
/players/w/weartr01.html,Travis Wear,0.402,0.3404255319148936,47
/players/r/robingl02.html,Glenn Robinson,0.388,0.46153846153846156,13
/players/l/landrca01.html,Carl Landry,0.515,0.46846846846846846,111
/players/j/johnsjo02.html,Joe Johnson,0.435,0.41297935103244837,339
/players/w/willire02.html,Reggie Williams,0.385,0.375,8
/players/c/capelca01.html,Clint Capela,0.483,1.0,2
/players/l/lambje01.html,Jeremy Lamb,0.416,0.38461538461538464,65
/players/d/davised01.html,Ed Davis,0.601,0.5808823529411765,136
/players/c/cherrwi01.html,Will Cherry,0.263,0.0,1
/players/k/kuzmiog01.html,Ognjen Kuzmic,0.667,0.5,2
/players/h/harride01.html,Devin Harris,0.418,0.4307692307692308,130
/players/h/hilljo01.html,Jordan Hill,0.459,0.4567901234567901,243
/players/h/harklma01.html,Maurice Harkless,0.399,0.5,28
/players/y/youngja01.html,James Young,0.353,0.2916666666666667,24
/players/b/biyombi01.html,Bismack Biyombo,0.543,0.6060606060606061,33
/players/i/ilyaser01.html,Ersan Ilyasova,0.472,0.4444444444444444,189
/players/l/lowryky01.html,Kyle Lowry,0.412,0.3916913946587537,337
/players/h/holidjr01.html,Jrue Holiday,0.446,0.4642857142857143,168
/players/a/antetgi01.html,Giannis Antetokounmpo,0.491,0.4560669456066946,239
/players/g/gasolpa01.html,Pau Gasol,0.494,0.47368421052631576,399
/players/a/ajincal01.html,Alexis Ajinca,0.55,0.5,100
/players/w/willima01.html,Mo Williams,0.397,0.37735849056603776,265
/players/r/rudezda01.html,Damjan Rudez,0.452,0.5344827586206896,58
/players/o/oladivi01.html,Victor Oladipo,0.436,0.43304843304843305,351
/players/b/bartowi01.html,Will Barton,0.425,0.43529411764705883,85
/players/d/dragigo01.html,Goran Dragic,0.501,0.4755043227665706,347
/players/c/cabocbr01.html,Bruno Caboclo,0.333,0.3333333333333333,3
/players/g/gortama01.html,Marcin Gortat,0.566,0.5809859154929577,284
/players/p/prigipa01.html,Pablo Prigioni,0.399,0.4666666666666667,30
/players/j/jacksre01.html,Reggie Jackson,0.434,0.4758842443729904,311
/players/e/ennisja01.html,James Ennis,0.409,0.44,50
/players/j/josepco01.html,Cory Joseph,0.504,0.5132743362831859,113
/players/s/stausni01.html,Nik Stauskas,0.365,0.41509433962264153,53
/players/h/hummero01.html,Robbie Hummel,0.459,0.4186046511627907,43
/players/g/goodwar01.html,Archie Goodwin,0.393,0.391304347826087,46
/players/u/udohek01.html,Ekpe Udoh,0.458,0.5,4
/players/f/fredeji01.html,Jimmer Fredette,0.38,0.3333333333333333,36
/players/c/canaais01.html,Isaiah Canaan,0.386,0.40384615384615385,104
/players/c/cartevi01.html,Vince Carter,0.333,0.35714285714285715,84
/players/e/evansje01.html,Jeremy Evans,0.552,0.5384615384615384,13
/players/f/foyera01.html,Randy Foye,0.368,0.4105263157894737,95
